participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.age,participant.gender,participant.region,participant.treat,participant.employed,participant.high_school,participant.university,participant.not_student,participant.sharing_inn,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.name,session.config.real_world_currency_per_point,session.age18to24,session.age25to34,session.age35to44,session.age45to54,session.age55to64,session.age65to99,session.male,session.female,session.northeast,session.midwest,session.south,session.west,initial.1.player.id_in_group,initial.1.player.role,initial.1.player.payoff,initial.1.player.id_cint,initial.1.player.age,initial.1.player.gender,initial.1.player.nationality,initial.1.player.region,initial.1.player.highest_education,initial.1.player.current_employment,initial.1.player.quota_full,initial.1.player.job_title,initial.1.player.job_tasks,initial.1.player.industry_category,initial.1.player.eligible_to_vote,initial.1.player.voting_intention,initial.1.player.closeness_to_party,initial.1.player.political_views_scale,initial.1.player.iintrsts,initial.1.player.charm,initial.1.player.iprotect,initial.1.player.iprivacy,initial.1.player.cprotect,initial.1.player.climchoi,initial.1.player.hequal,initial.1.player.ewealth,initial.1.player.eradeq,initial.1.player.ediscrim,initial.1.player.hrevdis2,initial.1.player.hfeminin,initial.1.group.id_in_subsession,initial.1.subsession.round_number,beliefs.1.player.id_in_group,beliefs.1.player.role,beliefs.1.player.payoff,beliefs.1.player.robots_per_1000_workers,beliefs.1.player.confidence_robots,beliefs.1.player.rank1_robots,beliefs.1.player.rank2_robots,beliefs.1.player.rank3_robots,beliefs.1.player.country_more_robots,beliefs.1.player.sector_more_robots,beliefs.1.player.sector_more_robots_in_country,beliefs.1.player.job_impact_robots_order,beliefs.1.player.job_impact_robots_sign,beliefs.1.player.job_impact_robots,beliefs.1.player.job_impact_robots_overall,beliefs.1.player.confidence_job_impact,beliefs.1.player.ai_what_is,beliefs.1.player.ai_job_impact_future_order,beliefs.1.player.ai_job_impact_future_sign,beliefs.1.player.ai_job_impact_future,beliefs.1.player.confidence_ai_future,beliefs.1.player.low_skill_ai_impact_order,beliefs.1.player.low_skill_ai_impact_sign,beliefs.1.player.low_skill_ai_impact,beliefs.1.player.high_skill_ai_impact_order,beliefs.1.player.high_skill_ai_impact_sign,beliefs.1.player.high_skill_ai_impact,beliefs.1.player.confidence_ai_skill,beliefs.1.player.open_opinion_automation_ai,beliefs.1.group.id_in_subsession,beliefs.1.subsession.round_number,narratives.1.player.id_in_group,narratives.1.player.role,narratives.1.player.payoff,narratives.1.player.treat,narratives.1.player.attention_check,narratives.1.player.cq_answer1,narratives.1.player.cq_answer2,narratives.1.player.cq_answer3,narratives.1.player.cq_answer4,narratives.1.player.cq_answer5,narratives.1.player.button_statements,narratives.1.player.mistake_answer1,narratives.1.player.mistake_answer2,narratives.1.player.mistake_answer3,narratives.1.player.mistake_answer4,narratives.1.player.mistake_answer5,narratives.1.player.policy_intervention,narratives.1.player.policy_intervention_reason1,narratives.1.player.policy_intervention_reason2,narratives.1.player.universal_income,narratives.1.player.tax_credits_innovation,narratives.1.player.stronger_regulations_ai,narratives.1.player.education_policies_training,narratives.1.player.breaking_up_tech_monopolies,narratives.1.player.lower_taxes_on_labor,narratives.1.player.higher_taxes_on_capital,narratives.1.player.minimum_wage_policy,narratives.1.player.unemployment_benefits,narratives.1.player.sharing_inn,narratives.1.player.button_optimistic,narratives.1.player.button_pessimistic,narratives.1.player.button_neutral,narratives.1.group.id_in_subsession,narratives.1.subsession.round_number,final.1.player.id_in_group,final.1.player.role,final.1.player.payoff,final.1.player.job_loss_chance,final.1.player.postal_code,final.1.player.civil_status,final.1.player.num_children,final.1.player.num_adults,final.1.player.num_elderly,final.1.player.annual_gross_household_income,final.1.player.high_school_type,final.1.player.university_major,final.1.player.firm_use_robots_ai,final.1.player.born_in_country,final.1.player.religious_community,final.1.player.trust_in_government,final.1.player.trust_in_political_parties,final.1.player.trust_in_trade_unions,final.1.player.trust_in_tech_tycoons,final.1.player.risk_willingness,final.1.player.feelings_towards_technology,final.1.player.smartphone_os,final.1.player.hours_computer_use_for_work,final.1.player.active_on_social_media,final.1.player.facebook,final.1.player.twitter,final.1.player.instagram,final.1.player.tiktok,final.1.player.linkedin,final.1.player.other_social,final.1.player.time_spent_on_social_media,final.1.player.usage_AI,final.1.player.general_comments,final.1.player.survey_biased,final.1.player.statements_informative,final.1.player.button_link,final.1.group.id_in_subsession,final.1.subsession.round_number
11,3nf9ugzo,6707ca52-5f18-bceb-7ec1-c9e56f919b3a,0,21,21,final,Completion,2024-10-10 12:36:52.853721,1,,,0.0,56,Female,Texas,neutral,1,0,0,1,neutral,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,11,,0.0,6707ca52-5f18-bceb-7ec1-c9e56f919b3a,56,Female,US nationality,Texas,Primary education,Self-employed,0,,Cooking and serving food for ALL NATIONALITIES, Food,Yes,Democrat,6,6,4,4,3,4,5,5,6,3,3,3,4,4,1,1,11,,0.0,2000.0,6,Russia,Japan,China,Russia,Automotive,Food,0,decrease,1.0,remain the same,5,they are very large deep learning models that have developed a form of intelligence by replicating how the human brain works,0,increase,10.0,5,0,decrease,25.0,0,decrease,15.0,7,Haven't got a clue on any of it don't stay updated enough to know,1,1,11,,0.0,neutral,1,1,0,1,0,0,2,21,6,19,5,5,Yes,Don't know, Don't know,0,0,0,1,0,0,0,1,0,neutral,1,0,0,1,1,11,,0.0,35,76105,Single,,,,65000,,,None,1,Protestant,7,4,5,6,10,10,Android,12.0,Yes,1,0,0,0,0,1,25,1,None,"No, it did not feel biased",6,0,1,1
12,4x0xve22,6707ca64-f6f8-078b-42b0-27042345aef8,0,10,21,beliefs,AIQualifications,2024-10-10 12:36:59.091874,1,,,0.0,26,Female,Texas,baseline,0,1,0,1,,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,12,,0.0,6707ca64-f6f8-078b-42b0-27042345aef8,26,Female,No US citizenship,Texas,High school diploma,Currently not employed and not looking for work,0,I was a cook at a restraunt ,I was a cook in the kirchen making all the food ,Indian cuisine,Yes,Republican,7,11,6,6,6,6,6,6,6,6,6,6,6,6,1,1,12,,0.0,2000.0,7,US,Russia,Republic of Korea,Russia,,Metal and Machinery,0,decrease,500.0,decrease a lot,7,they are very large models that use an elaborated set of pre-defined rules to understand the context and provide plausible answers,0,decrease,75.0,7,0,,,1,,,,,1,1,12,,0.0,baseline,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,12,,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,1,1
13,t1ezwm18,6707ca7c-18be-a6d7-950c-f26670eba8f3,0,21,21,final,Completion,2024-10-10 12:37:23.224228,1,,,0.0,45,Female,Idaho,optimistic,1,0,1,1,neutral,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,13,,0.0,6707ca7c-18be-a6d7-950c-f26670eba8f3,45,Female,US nationality,Idaho,Master’s degree,Employed,0,"Remember ,connect","Greating Customer,taking food and beverage",Industries,Yes,,7,11,6,6,6,6,6,6,6,6,6,6,6,6,1,1,13,,0.0,1000.0,7,Germany,Japan,China,China,Electrics/Electronics,Automotive,0,increase,2500.0,increase a lot,7,they are very large models that use an elaborated set of pre-defined rules to understand the context and provide plausible answers,0,increase,40.0,7,1,increase,85.0,1,increase,40.0,7,Resaping  the job market in profound ways offering both opportunities and challenges,1,1,13,,0.0,optimistic,1,1,0,1,0,0,0,0,0,0,0,0,Yes,Mitigating social harms,Protecting privacy and civils liberties,0,0,0,0,0,0,0,1,0,neutral,1,3,2,1,1,13,,0.0,100,83814,Married,15,45,65,50000,,Masters Degree,Robots,1,Protestant,10,10,10,10,10,10,iOS (iPhone),10.0,Yes,1,0,0,0,0,0,30,5,Well structured,"Yes, left-wing bias",10,0,1,1
14,13k59s0e,6707cb8c-03c9-10d7-0963-ce5b632f5032,0,21,21,final,Completion,2024-10-10 12:41:54.800833,1,,,0.0,30,Male,Ohio,pessimistic,1,0,1,1,optimistic,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,14,,0.0,6707cb8c-03c9-10d7-0963-ce5b632f5032,30,Male,US nationality,Ohio,University degree,Employed,0,Hxhcncj,Ncmvcmmfj,Xzvxxnnf,Yes,Democrat,7,11,6,6,6,6,6,6,6,6,6,6,6,6,1,1,14,,0.0,,7,Russia,Japan,China,China,Metal and Machinery,Food,1,increase,5.0,decrease a lot,7,they are very large models that use an elaborated set of pre-defined rules to understand the context and provide plausible answers,1,increase,50.0,7,0,decrease,5.0,0,decrease,5.0,1,Bxnckcckckckf,1,1,14,,0.0,pessimistic,1,1,0,1,0,0,4,22,5,28,9,9,Yes,Hdjdjfj,Bcjfkfk,1,0,1,0,0,0,0,0,0,optimistic,0,0,0,1,1,14,,0.0,100,43229,Married,1,,,50000,,Information Technology ,Both,1,Catholic,10,10,10,10,6,10,iOS (iPhone),4.0,Yes,1,1,1,1,1,0,5,2,,"Yes, left-wing bias",10,0,1,1
15,wxhvnmk2,6707cb9b-28a7-cfd1-149a-2dadf4860008,0,21,21,final,Completion,2024-10-10 12:42:10.571520,1,,,0.0,36,Female,Colorado,neutral,1,1,0,1,not support,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,15,,0.0,6707cb9b-28a7-cfd1-149a-2dadf4860008,36,Female,US nationality,Colorado,High school diploma,Employed,0,Cashier,Handling lots of money,Casino,Yes,Do not know,1,6,6,6,5,6,2,2,1,5,6,6,3,3,1,1,15,,0.0,0.0,4,US,US,US,Russia,Metal and Machinery,Metal and Machinery,0,decrease,0.0,remain the same,4,"they are very large deep learning models that can predict patterns in texts, pictures and videos",0,decrease,0.0,4,1,decrease,0.0,0,decrease,0.0,4,Not sure I didn't care about this,1,1,15,,0.0,neutral,1,1,0,1,0,0,0,16,5,18,5,5,No,It's scary,It's something with no privacy ,0,1,0,1,0,1,0,0,0,not support,0,0,0,1,1,15,,0.0,100,80860,Separated,,,,100,Na,,None,1,Other,0,0,0,0,9,4,Android,0.0,Yes,1,0,0,0,0,0,60,1,Na,"No, it did not feel biased",5,0,1,1
16,h0h9as0i,6707cb9c-4507-0bb2-4f6b-72467bdcb27e,0,21,21,final,Completion,2024-10-10 12:42:12.534155,1,,,0.0,30,Female,Texas,baseline,1,1,0,1,not support,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,16,,0.0,6707cb9c-4507-0bb2-4f6b-72467bdcb27e,30,Female,US nationality,Texas,High school diploma,Employed,0,Cook,Cook in kitchen,Restaurant ,Yes,Democrat,6,9,5,3,4,3,4,4,4,3,4,4,3,3,1,1,16,,0.0,,,China,Japan,Republic of Korea,China,Electrics/Electronics,Metal and Machinery,0,decrease,10.0,decrease a lot,6,they are very large deep learning models that have developed a form of intelligence by replicating how the human brain works,1,decrease,10.0,7,1,decrease,2.0,0,increase,2.0,4,"I think AI is on a level right now that it should stay.  I really feel like AI is taking over at the same time. You don't know what's real or fake anymore. I mean AI can be helpful but it just depends on the way its being use. I think in the next five years AI will have a decrease in jobs like restaurants, or any low end positions. I do think the wage will go up though",1,1,16,,0.0,baseline,,0,0,0,0,0,0,0,0,0,0,0,Yes,For safety,For quality ,0,1,0,1,0,1,1,1,1,not support,0,0,0,1,1,16,,0.0,43,77070,Married,2,2,0,65000,Culinary,,None,1,I do not belong to any religious community,4,0,5,2,8,3,Android,5.0,Yes,1,1,1,0,0,0,30,2,No,"Yes, right-wing bias",,0,1,1
17,brjpck5b,6707cba3-a693-6df2-2c23-d5d7053208ca,0,21,21,final,Completion,2024-10-10 12:42:18.212932,1,,,0.0,71,Female,Washington,optimistic,0,0,0,1,not support,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,17,,0.0,6707cba3-a693-6df2-2c23-d5d7053208ca,71,Female,US nationality,Washington,No degree,Retired,0,Montessori Preschool owner,"Director and main teacher.  I handled all paperwork, tax forms, etc.  I was the main teacher, plus chief cook and bottle washer.  I interviewed prospective clients and dealt with any issues.  I had one full time assistant and two younger teens who assisted after they got out of school for the day.  ",I was sole proprietor of daycare and preschool. ,Yes,Democrat,7,1,2,6,2,5,1,1,1,6,6,6,1,1,1,1,17,,0.0,500.0,1,US,Germany,Japan,US,Electrics/Electronics,Automotive,0,decrease,3.0,decrease a lot,1,they are very large models that use an elaborated set of pre-defined rules to understand the context and provide plausible answers,1,decrease,25.0,1,1,decrease,50.0,1,decrease,25.0,1,"I think this is a trend that’s taking off.  While shrinking the need for paid employees, it increases the bottom line for the employer.  I like progress but worry about the effect on unemployment.  ",1,1,17,,0.0,optimistic,1,1,0,1,0,0,0,0,0,0,0,0,Yes,To insure a reasonable number of jobs are not taken away.,To provide jobs that aren’t just for creativity.  There needs to be work for everyone.  ,1,1,1,1,1,0,0,1,1,not support,1,0,1,1,1,17,,0.0,,98405,Married,0,0,2,32000,,,Not Applicable,1,I do not belong to any religious community,5,5,5,0,0,8,iOS (iPhone),0.0,Yes,1,0,0,0,0,0,120,1,No. ,"No, it did not feel biased",10,0,1,1
18,1y0y4trm,6707cbae-fc59-f25a-921b-f23189cfcdf2,0,8,21,beliefs,IndustrialRobots,2024-10-10 12:42:28.751724,1,,,0.0,77,Female,Maine,pessimistic,0,0,1,1,,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,18,,0.0,6707cbae-fc59-f25a-921b-f23189cfcdf2,77,Female,US nationality,Maine,University degree,Retired,0,walmart greeter,made people feel good about shopping at walmart,retail,Yes,Democrat,7,3,3,5,3,4,5,4,2,6,6,4,3,3,1,1,18,,0.0,,,,,,,,,0,,,,,,1,,,,0,,,0,,,,,1,1,18,,0.0,pessimistic,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,18,,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,1,1
19,eo3bgzgr,6707cbe8-a26c-267c-0c1f-cb917c4fc603,0,21,21,final,Completion,2024-10-10 12:43:25.938411,1,,,0.0,47,Female,Michigan,neutral,0,1,0,1,optimistic,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,19,,0.0,6707cbe8-a26c-267c-0c1f-cb917c4fc603,47,Female,US nationality,Michigan,High school diploma,Looking for work but currently unemployed,0,I am unemployed ,not working ,I am unemployed ,Yes,Democrat,7,6,5,5,5,5,6,6,1,5,5,4,1,1,1,1,19,,0.0,,3,US,Italy,Germany,Germany,Metal and Machinery,Automotive,0,decrease,100.0,decrease a lot,3,"they are very large deep learning models that can predict patterns in texts, pictures and videos",1,decrease,50.0,4,0,decrease,10.0,1,increase,10.0,1,I don't think it's bad that we are using it ,1,1,19,,0.0,neutral,1,1,0,1,0,0,0,11,5,13,4,4,Yes,loss of jobs,cost of living ,0,1,0,0,0,1,0,0,0,optimistic,0,0,0,1,1,19,,0.0,,48362,Divorced,0,1,1,0,no,,Not Applicable,1,I do not belong to any religious community,5,5,5,5,0,6,Android,0.0,Yes,1,0,1,1,0,0,300,1,no,"No, it did not feel biased",,0,1,1
20,cnh6y82i,6707cbea-6233-bc02-2914-bb267f89cace,0,14,21,narratives,PolicyOpinions,2024-10-10 12:43:27.150241,1,,,0.0,65,Female,North Carolina,baseline,0,0,0,1,,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,20,,0.0,6707cbea-6233-bc02-2914-bb267f89cace,65,Female,US nationality,North Carolina,No degree,Other,0,Do not work ,None,NA,Yes,Democrat,7,8,5,5,5,5,5,5,5,5,5,5,5,5,1,1,20,,0.0,50.0,2,US,US,US,Japan,Electrics/Electronics,Electrics/Electronics,1,decrease,100.0,decrease a little,2,,1,decrease,50.0,2,1,decrease,50.0,0,decrease,50.0,2,No comment ,1,1,20,,0.0,baseline,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,20,,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,1,1
21,agcl96na,6707cbff-8d5a-6501-779b-97ca12ff1898,0,21,21,final,Completion,2024-10-10 12:43:51.787635,1,,,0.0,40,Female,Florida,optimistic,1,0,0,1,optimistic,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,21,,0.0,6707cbff-8d5a-6501-779b-97ca12ff1898,40,Female,US nationality,Florida,Primary education,Employed,0,None,None,None,Yes,Democrat,7,11,6,6,6,6,6,6,6,6,6,6,6,6,1,1,21,,0.0,,7,US,US,US,US,Electrics/Electronics,Electrics/Electronics,0,increase,0.0,increase a little,7,"they are very large deep learning models that can predict patterns in texts, pictures and videos",0,increase,50.0,7,1,decrease,50.0,0,increase,50.0,7,None,1,1,21,,0.0,optimistic,0,1,0,1,0,0,0,27,24,27,7,7,No,Good,Good,0,0,1,1,0,0,0,0,0,optimistic,0,0,0,1,1,21,,0.0,100,32310,Separated,,,,20,,,None,1,I do not belong to any religious community,10,10,10,10,10,10,Android,40.0,Yes,1,0,1,1,0,0,1,3,None,"Yes, right-wing bias",10,0,1,1
22,i3c4d5xe,6707cc01-5548-db67-a803-c7817f54d1bd,0,21,21,final,Completion,2024-10-10 12:43:52.943226,1,,,0.0,49,Male,Mississippi,pessimistic,1,0,1,1,optimistic,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,22,,0.0,6707cc01-5548-db67-a803-c7817f54d1bd,49,Male,US nationality,Mississippi,University degree,Employed,0,,Lead other employees ,Manufacturing ,Yes,Democrat,7,9,5,5,5,5,5,5,3,5,5,6,2,5,1,1,22,,0.0,,5,Russia,Germany,US,China,Automotive,Automotive,1,decrease,100.0,decrease a little,6,"they are very large deep learning models that can predict patterns in texts, pictures and videos",1,decrease,50.0,6,1,decrease,50.0,0,decrease,50.0,5,I think it actually will help most industrial jobs with the quality of automation and workers also. It will be a good thing in the near future. I can see robots taking over but at the same time employees are also going to be helpful just in case something breaks down. I think wages should increase gradually also.,1,1,22,,0.0,pessimistic,1,1,0,1,0,0,0,4,1,3,0,0,Yes,They should intervene so that everything is ranned correctly ,So that it get to moving forward as quickly as possible ,0,0,0,0,0,0,0,1,0,optimistic,1,0,0,1,1,22,,0.0,35,38901,Single,2,1,,75000,,Education ,Robots,1,Christian Orthodox,1,1,1,1,3,10,iOS (iPhone),4.0,Yes,1,0,1,0,0,0,3,2,No,"No, it did not feel biased",7,0,1,1
23,3c8yb7cv,6707cc21-194d-0c7a-7574-7f630e772acd,0,8,21,beliefs,IndustrialRobots,2024-10-10 12:44:26.904586,1,,,0.0,51,Male,Nebraska,neutral,0,1,0,1,,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,23,,0.0,6707cc21-194d-0c7a-7574-7f630e772acd,51,Male,US nationality,Nebraska,High school diploma,Currently not employed and not looking for work,0,Sacker ,Sacking groceries and carryout ,Grocery store ,Yes,Democrat,5,6,4,4,5,4,4,4,2,4,6,4,2,3,1,1,23,,0.0,,,,,,,,,1,,,,,,0,,,,1,,,1,,,,,1,1,23,,0.0,neutral,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,23,,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,1,1
24,x8eenjub,6707cc67-c022-cc3f-abf9-313e036c1290,0,21,21,final,Completion,2024-10-10 12:45:35.910065,1,,,0.0,50,Female,California,baseline,0,1,0,1,neutral,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,24,,0.0,6707cc67-c022-cc3f-abf9-313e036c1290,50,Female,US nationality,California,High school diploma,Other,0,On ssi,No I do not work,Do not work,Yes,Republican,6,2,2,3,2,4,4,6,3,6,4,6,3,1,1,1,24,,0.0,50.0,6,US,US,US,US,Metal and Machinery,Electrics/Electronics,1,increase,60.0,decrease a lot,7,they are very large models that use an elaborated set of pre-defined rules to understand the context and provide plausible answers,0,decrease,3.0,6,0,decrease,6.0,1,increase,9.0,7,I really  do not know ,1,1,24,,0.0,baseline,,0,0,0,0,0,0,0,0,0,0,0,No,No anything at all ,I have not vote for last 9 years will not vote,0,0,0,0,0,0,0,0,1,neutral,1,1,1,1,1,24,,0.0,,95354,Single,0,0,0,,No,,Not Applicable,1,Catholic,10,8,7,7,0,0,Android,0.0,No,0,0,0,0,0,0,,1,No I do not,"No, it did not feel biased",,1,1,1
25,bdbhfs7p,6707cc69-0f29-6315-7c7a-79af2e34b02e,0,13,21,narratives,ControlQuestions,2024-10-10 12:45:35.882518,1,,,0.0,57,Female,Connecticut,optimistic,0,1,0,1,,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,25,,0.0,6707cc69-0f29-6315-7c7a-79af2e34b02e,57,Female,US nationality,Connecticut,High school diploma,Currently not employed and not looking for work,0,Driver,Transportation ,Driving,Yes,Democrat,7,11,4,4,4,4,4,4,4,6,6,6,6,6,1,1,25,,0.0,200.0,5,China,Germany,US,China,Plastic and Chemical Products,Plastic and Chemical Products,1,increase,10000.0,remain the same,4,they are very large models that use an elaborated set of pre-defined rules to understand the context and provide plausible answers,0,decrease,100.0,2,1,increase,100.0,0,increase,100.0,2,Not sure at this point need to see more about Ai,1,1,25,,0.0,optimistic,1,0,0,0,0,0,2,30,11,32,5,5,,,,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,25,,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,1,1
26,mmk447fd,6707cc98-b5a4-8104-0113-2ec4530acdbf,0,13,21,narratives,ControlQuestions,2024-10-10 12:46:24.623599,1,,,0.0,60,Female,Indiana,pessimistic,0,1,0,1,,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,26,,0.0,6707cc98-b5a4-8104-0113-2ec4530acdbf,60,Female,US nationality,Indiana,High school diploma,Retired,0,Manager,Making sure the workers get paid,Anderson Indiana,Yes,Do not know,4,1,1,3,4,4,2,2,3,2,4,3,4,4,1,1,26,,0.0,50.0,7,US,US,US,US,Food,Food,0,decrease,30.0,decrease a little,7,"they are very large deep learning models that can predict patterns in texts, pictures and videos",0,decrease,50.0,3,1,increase,60.0,1,decrease,25.0,1,They will take jobs away,1,1,26,,0.0,pessimistic,1,0,0,0,0,0,0,5,2,6,1,1,,,,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,26,,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,1,1
27,lqudcvnb,6707ccc6-f3dd-62b3-6f23-9be58a7566e5,0,2,21,initial,InitialQuestionnaire,2024-10-10 12:47:09.407375,1,,,0.0,,,,neutral,,,,,,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,27,,0.0,6707ccc6-f3dd-62b3-6f23-9be58a7566e5,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,1,27,,0.0,,,,,,,,,1,,,,,,0,,,,0,,,1,,,,,1,1,27,,0.0,neutral,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,27,,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,1,1
28,5vr8h796,6707ccfb-bcfb-beb7-6acd-4608cb427bc9,0,21,21,final,Completion,2024-10-10 12:48:01.086059,1,,,0.0,53,Female,Louisiana,baseline,1,1,0,1,optimistic,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,28,,0.0,6707ccfb-bcfb-beb7-6acd-4608cb427bc9,53,Female,US nationality,Louisiana,High school diploma,Self-employed,0,Dog Breeder,Post sales and breeding ,Seasonal,Yes,Do not know,4,6,4,4,4,4,4,4,4,4,4,4,4,4,1,1,28,,0.0,1000.0,5,Japan,US,China,China,Automotive,Electrics/Electronics,0,decrease,0.0,decrease a little,4,they are very large models that use an elaborated set of pre-defined rules to understand the context and provide plausible answers,0,decrease,5.0,4,1,decrease,5.0,1,decrease,5.0,3,None,1,1,28,,0.0,baseline,,0,0,0,0,0,0,0,0,0,0,0,No,Na,Na,0,0,1,0,0,0,0,0,0,optimistic,0,0,0,1,1,28,,0.0,54,70586,Widow,0,0,1,25000,Na,,Both,1,Catholic,5,5,5,5,4,6,Android,0.0,Yes,1,0,0,1,0,0,1,3,No,"No, it did not feel biased",,1,1,1
29,bvzh2ckq,6707cd27-99d7-5c8b-ba50-7d938d4bb874,0,21,21,final,Completion,2024-10-10 12:48:45.725218,1,,,0.0,46,Female,Ohio,optimistic,0,0,0,1,pessimistic,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,29,,0.0,6707cd27-99d7-5c8b-ba50-7d938d4bb874,46,Female,US nationality,Ohio,Primary education,Looking for work but currently unemployed,0,Custodian ,Cleaning up a public school ,Janitorial ,Yes,Do not know,4,6,6,4,5,6,4,5,3,6,6,5,2,4,1,1,29,,0.0,300.0,2,China,US,Japan,China,Automotive,Automotive,1,decrease,3.0,decrease a lot,5,they are very large deep learning models that have developed a form of intelligence by replicating how the human brain works,1,decrease,10.0,3,0,decrease,10.0,0,decrease,5.0,3,Automation and AI is not good it's going to create less jobs for humans,1,1,29,,0.0,optimistic,1,1,0,1,0,0,2,0,0,0,0,0,Yes,I still believe machine will take over jobs,I believe people should be working in those spots instead of machines ,0,0,0,1,0,0,0,0,0,pessimistic,0,0,0,1,1,29,,0.0,,45123,Separated,2,1,1,27000,,,Both,1,I do not belong to any religious community,6,4,5,8,7,7,Android,2.0,Yes,1,0,0,0,0,0,160,1,None ,"No, it did not feel biased",8,0,1,1
30,5vyw2838,6707cd43-dd49-bb99-4691-2ad070f17884,0,13,21,narratives,ControlQuestions,2024-10-10 12:49:12.730084,1,,,0.0,26,Male,Florida,pessimistic,0,1,0,1,,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,30,,0.0,6707cd43-dd49-bb99-4691-2ad070f17884,26,Male,US nationality,Florida,High school diploma,Currently not employed and not looking for work,0,None,None,None ,Yes,Do not know,1,8,5,3,1,6,3,5,1,5,3,2,5,3,1,1,30,,0.0,0.0,4,China,China,China,Japan,Food,Plastic and Chemical Products,0,increase,0.0,decrease a lot,4,they are very large deep learning models that have developed a form of intelligence by replicating how the human brain works,1,decrease,0.0,7,1,decrease,0.0,0,decrease,0.0,4,None ,1,1,30,,0.0,pessimistic,1,0,0,0,0,0,2,10,7,11,2,2,,,,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,30,,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,1,1
