participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.age,participant.gender,participant.region,participant.treat,participant.employed,participant.high_school,participant.university,participant.not_student,participant.sharing_inn,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.real_world_currency_per_point,session.config.name,session.config.participation_fee,session.age18to24,session.age25to34,session.age35to44,session.age45to54,session.age55to64,session.age65to99,session.male,session.female,session.nielsenIIIb,session.nielsenII,session.nielsenVII,session.nielsenIV,session.nielsenVVI,session.nielsenI,session.nielsenIIIa,follow_up.1.player.id_in_group,follow_up.1.player.role,follow_up.1.player.payoff,follow_up.1.player.id_cint,follow_up.1.player.treat,follow_up.1.player.age,follow_up.1.player.gender,follow_up.1.player.region,follow_up.1.player.quota_full,follow_up.1.player.policy_intervention,follow_up.1.player.universal_income,follow_up.1.player.tax_credits_innovation,follow_up.1.player.stronger_regulations_ai,follow_up.1.player.education_policies_training,follow_up.1.player.breaking_up_tech_monopolies,follow_up.1.player.lower_taxes_on_labor,follow_up.1.player.higher_taxes_on_capital,follow_up.1.player.minimum_wage_policy,follow_up.1.player.unemployment_benefits,follow_up.1.player.ai_what_is,follow_up.1.player.news_articles_read,follow_up.1.player.search_candidate_policies,follow_up.1.player.search_tvnews,follow_up.1.player.search_google,follow_up.1.player.search_radio,follow_up.1.player.search_blogs,follow_up.1.player.search_podcasts,follow_up.1.player.search_newspapers,follow_up.1.player.search_facebook,follow_up.1.player.search_twitter,follow_up.1.player.search_instagram,follow_up.1.player.search_tiktok,follow_up.1.player.search_other_social,follow_up.1.player.search_verbal,follow_up.1.player.search_websites,follow_up.1.player.search_speech,follow_up.1.player.policy_priority,follow_up.1.player.active,follow_up.1.player.active_community,follow_up.1.player.active_neighborhood,follow_up.1.player.active_work,follow_up.1.player.active_friends,follow_up.1.player.active_family,follow_up.1.player.active_social_media,follow_up.1.player.candidate_voted,follow_up.1.player.party_for_ai,follow_up.1.player.party_for_workers,follow_up.1.player.job_loss_chance,follow_up.1.player.answer1,follow_up.1.player.answer2,follow_up.1.player.answer3,follow_up.1.player.answer4,follow_up.1.player.answer5,follow_up.1.player.answer6,follow_up.1.player.answer7,follow_up.1.player.answer8,follow_up.1.player.selected_most_common_petition,follow_up.1.player.beliefs_optimistic,follow_up.1.player.beliefs_pessimistic,follow_up.1.player.beliefs_balanced,follow_up.1.player.button_optimistic,follow_up.1.player.button_pessimistic,follow_up.1.player.button_neutral,follow_up.1.player.happiness,follow_up.1.player.anger,follow_up.1.player.fear,follow_up.1.player.political_corr,follow_up.1.player.tvnews,follow_up.1.player.google,follow_up.1.player.radio,follow_up.1.player.blogs,follow_up.1.player.podcasts,follow_up.1.player.newspapers,follow_up.1.player.facebook,follow_up.1.player.twitter,follow_up.1.player.instagram,follow_up.1.player.tiktok,follow_up.1.player.other_social,follow_up.1.player.verbal,follow_up.1.player.daily_news_time,follow_up.1.player.main_media_outlet,follow_up.1.group.id_in_subsession,follow_up.1.subsession.round_number
4232,fkrh2goc,,0,0,14,,,,0,,,0.0,,,,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4232,,0.0,,pessimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4233,9njaw49l,,0,0,14,,,,0,,,0.0,,,,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4233,,0.0,,neutral,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4234,8vau4pfn,,0,0,14,,,,0,,,0.0,,,,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4234,,0.0,,optimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4235,falfzclq,,0,0,14,,,,0,,,0.0,,,,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4235,,0.0,,pessimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4236,bsmhxn7t,,0,0,14,,,,0,,,0.0,,,,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4236,,0.0,,neutral,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4237,ozgx5nh9,,0,0,14,,,,0,,,0.0,,,,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4237,,0.0,,optimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4238,mvhcvh88,,0,0,14,,,,0,,,0.0,,,,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4238,,0.0,,pessimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4239,z3ajco1p,,0,0,14,,,,0,,,0.0,,,,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4239,,0.0,,neutral,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4240,423l1vs1,,0,0,14,,,,0,,,0.0,,,,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4240,,0.0,,optimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4241,7pwcgvuk,,0,0,14,,,,0,,,0.0,,,,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4241,,0.0,,pessimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4242,oqrtilzw,,0,0,14,,,,0,,,0.0,,,,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4242,,0.0,,neutral,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4243,y06eyurc,,0,0,14,,,,0,,,0.0,,,,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4243,,0.0,,optimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4244,yd23utn1,,0,0,14,,,,0,,,0.0,,,,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4244,,0.0,,pessimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4245,svsikvdn,,0,0,14,,,,0,,,0.0,,,,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4245,,0.0,,neutral,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4246,hwxfv8jh,,0,0,14,,,,0,,,0.0,,,,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4246,,0.0,,optimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4247,1p3rbkhx,,0,0,14,,,,0,,,0.0,,,,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4247,,0.0,,pessimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4248,mhkpyzej,,0,0,14,,,,0,,,0.0,,,,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4248,,0.0,,neutral,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4249,kwittr17,,0,0,14,,,,0,,,0.0,,,,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4249,,0.0,,optimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4250,8ktw3o59,,0,0,14,,,,0,,,0.0,,,,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4250,,0.0,,pessimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4251,8qx42gt9,,0,0,14,,,,0,,,0.0,,,,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4251,,0.0,,neutral,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4252,pwhf8s8y,,0,0,14,,,,0,,,0.0,,,,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4252,,0.0,,optimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4253,slgiyd8h,,0,0,14,,,,0,,,0.0,,,,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4253,,0.0,,pessimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4254,bmnft3c7,,0,0,14,,,,0,,,0.0,,,,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4254,,0.0,,neutral,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4255,h2drjvop,,0,0,14,,,,0,,,0.0,,,,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4255,,0.0,,optimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4256,2m1vrygt,,0,0,14,,,,0,,,0.0,,,,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4256,,0.0,,pessimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4257,5xu1zgt4,,0,0,14,,,,0,,,0.0,,,,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4257,,0.0,,neutral,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4258,nhy5p086,,0,0,14,,,,0,,,0.0,,,,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4258,,0.0,,optimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4259,m670y5c8,,0,0,14,,,,0,,,0.0,,,,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4259,,0.0,,pessimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4260,ey4b0bzo,,0,0,14,,,,0,,,0.0,,,,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4260,,0.0,,neutral,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4261,42b7hks0,,0,0,14,,,,0,,,0.0,,,,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4261,,0.0,,optimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4262,kry2mcuj,,0,0,14,,,,0,,,0.0,,,,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4262,,0.0,,pessimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4263,9cc4dt1c,,0,0,14,,,,0,,,0.0,,,,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4263,,0.0,,neutral,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4264,k85q9tu6,,0,0,14,,,,0,,,0.0,,,,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4264,,0.0,,optimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4265,tai0vbom,,0,0,14,,,,0,,,0.0,,,,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4265,,0.0,,pessimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4266,gigv7d57,,0,0,14,,,,0,,,0.0,,,,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4266,,0.0,,neutral,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4267,o97mcycl,,0,0,14,,,,0,,,0.0,,,,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4267,,0.0,,optimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4268,s7q2absj,,0,0,14,,,,0,,,0.0,,,,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4268,,0.0,,pessimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4269,tbikwtc4,,0,0,14,,,,0,,,0.0,,,,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4269,,0.0,,neutral,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4270,khccbjdd,,0,0,14,,,,0,,,0.0,,,,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4270,,0.0,,optimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4271,8q8w7ck7,,0,0,14,,,,0,,,0.0,,,,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4271,,0.0,,pessimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4272,cn9r3mzm,,0,0,14,,,,0,,,0.0,,,,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4272,,0.0,,neutral,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4273,rx8nstwo,,0,0,14,,,,0,,,0.0,,,,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4273,,0.0,,optimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4274,05db3gyh,,0,0,14,,,,0,,,0.0,,,,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4274,,0.0,,pessimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4275,84jfxoyp,,0,0,14,,,,0,,,0.0,,,,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4275,,0.0,,neutral,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4276,p2qtpwqx,,0,0,14,,,,0,,,0.0,,,,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4276,,0.0,,optimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4277,m3yjwtmf,,0,0,14,,,,0,,,0.0,,,,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4277,,0.0,,pessimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4278,eg0tj8a7,,0,0,14,,,,0,,,0.0,,,,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4278,,0.0,,neutral,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4279,kvmwu8f5,,0,0,14,,,,0,,,0.0,,,,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4279,,0.0,,optimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
4280,vai81mz3,,0,0,14,,,,0,,,0.0,,,,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,4280,,0.0,,pessimistic,,,,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
